freq,Ang_0,Ang_45,Ang_90,Ang_135,Ang_180,Ang_225,Ang_270,Ang_315,Ang_360
4750000000,0.000689449,0.000642355,0.000854319,0.000799408,0.000952756,0.000892641,0.000872196,0.000835181,0.000751762
4760000000,0.000695027,0.000642431,0.000855771,0.000795197,0.000956322,0.000893294,0.000872677,0.000835785,0.000751387
4770000000,0.000702026,0.000643991,0.000856767,0.000791564,0.000959607,0.000893934,0.000873177,0.000836577,0.000752069
4780000000,0.00071045,0.000647073,0.000857267,0.000788581,0.000962558,0.000894552,0.000873712,0.000837562,0.000753848
4780000000,0.000720287,0.000651695,0.000857246,0.000786304,0.000965127,0.000895136,0.000874291,0.000838743,0.000756749
4790000000,0.000731505,0.000657852,0.000856691,0.000784772,0.000967269,0.000895667,0.000874929,0.00084012,0.000760775
4800000000,0.000744057,0.000665522,0.000855604,0.000784009,0.000968942,0.000896122,0.000875637,0.000841689,0.000765915
4810000000,0.00075788,0.00067466,0.000853997,0.000784022,0.00097011,0.000896473,0.000876428,0.000843443,0.000772138
4820000000,0.000772894,0.000685204,0.000851896,0.000784803,0.000970744,0.000896692,0.000877313,0.000845371,0.000779399
4820000000,0.000789008,0.000697072,0.000849339,0.000786328,0.000970825,0.000896748,0.000878301,0.000847462,0.000787638
4830000000,0.000806115,0.000710163,0.000846376,0.000788559,0.000970339,0.00089661,0.000879398,0.000849699,0.000796776
4840000000,0.000824096,0.000724358,0.000843066,0.000791442,0.000969285,0.000896247,0.000880604,0.000852065,0.000806723
4850000000,0.000842819,0.000739523,0.000839478,0.000794911,0.000967674,0.000895633,0.000881916,0.000854542,0.000817372
4860000000,0.00086214,0.000755506,0.000835692,0.000798885,0.000965526,0.000894745,0.000883323,0.000857112,0.000828603
4860000000,0.000881901,0.000772137,0.000831797,0.000803269,0.000962874,0.000893563,0.000884808,0.000859757,0.000840279
4870000000,0.000901939,0.000789236,0.000827886,0.000807957,0.00095976,0.000892072,0.000886349,0.000862456,0.000852256
4880000000,0.000922079,0.000806613,0.000824059,0.000812834,0.000956239,0.00089026,0.000887918,0.000865191,0.000864378
4890000000,0.000942145,0.000824072,0.000820418,0.000817777,0.000952371,0.000888123,0.000889485,0.000867941,0.000876483
4900000000,0.000961956,0.000841412,0.000817067,0.00082266,0.000948226,0.00088566,0.000891014,0.000870689,0.000888405
4900000000,0.000981329,0.000858435,0.000814108,0.000827352,0.000943882,0.000882877,0.000892467,0.000873417,0.000899976
4910000000,0.001000088,0.000874946,0.000811639,0.000831726,0.000939419,0.000879784,0.000893807,0.000876108,0.000911034
4920000000,0.001018061,0.000890763,0.000809753,0.000835662,0.000934922,0.0008764,0.000894997,0.000878751,0.000921422
4930000000,0.001035085,0.000905713,0.000808534,0.000839043,0.00093048,0.000872752,0.000895999,0.000881337,0.000930991
4940000000,0.001051002,0.000919637,0.000808064,0.000841764,0.000926186,0.000868876,0.000896776,0.000883868,0.000939602
4940000000,0.001065671,0.000932393,0.000808414,0.00084373,0.000922133,0.000864816,0.000897296,0.000886347,0.00094713
4950000000,0.001078964,0.000943859,0.000809649,0.000844862,0.000918413,0.000860618,0.000897536,0.000888785,0.000953467
4960000000,0.001090773,0.000953935,0.00081182,0.000845094,0.000915112,0.000856338,0.000897477,0.000891199,0.000958524
4970000000,0.001101008,0.000962541,0.000814971,0.000844379,0.000912313,0.000852034,0.000897111,0.000893608,0.00096223
4980000000,0.001109604,0.000969626,0.00081913,0.00084269,0.000910091,0.000847764,0.000896442,0.000896036,0.00096454
4980000000,0.001116524,0.000975164,0.000824314,0.000840021,0.000908509,0.000843588,0.000895489,0.000898506,0.000965436
4990000000,0.001121756,0.000979161,0.000830522,0.00083639,0.000907621,0.000839566,0.00089428,0.000901042,0.000964925
5000000000,0.001125317,0.000981647,0.000837742,0.000831836,0.000907468,0.000835758,0.000892856,0.000903668,0.000963043
5010000000,0.00112725,0.000982682,0.000845945,0.000826421,0.00090808,0.000832219,0.000891268,0.000906404,0.00095985
5020000000,0.001127627,0.000982348,0.000855089,0.000820226,0.000909474,0.000829002,0.000889575,0.000909268,0.000955432
5020000000,0.001126541,0.00098075,0.000865118,0.00081335,0.000911653,0.000826152,0.000887845,0.00091227,0.000949898
5030000000,0.001124114,0.000978015,0.000875961,0.00080591,0.000914603,0.000823706,0.000886152,0.000915411,0.000943381
